date,value
2020-01-01,1027.9259845288407
2020-01-02,999.944078774186
2020-01-03,956.6136593707673
2020-01-04,930.2803273070749
2020-01-05,913.9904798218732
2020-01-06,918.0796902960451
2020-01-07,929.3703351960626
2020-01-08,955.7176884128409
2020-01-09,923.8410398959186
2020-01-10,955.9837166009329
2020-01-11,963.0533004772826
2020-01-12,987.5273805084238
2020-01-13,989.2929653265326
2020-01-14,1009.8986877682878
2020-01-15,1016.8755010427192
2020-01-16,997.9541658728314
2020-01-17,981.4707676787473
2020-01-18,982.94654804706
2020-01-19,987.8603555267015
2020-01-20,1006.2682080502445
2020-01-21,1016.1356696649399
2020-01-22,987.5869915553542
2020-01-23,1029.8247660508484
2020-01-24,1047.3616949961615
2020-01-25,1036.2317486987931
2020-01-26,1068.5536959505662
2020-01-27,1067.5162001871263
2020-01-28,1081.3733653211425
2020-01-29,1056.6260283904373
2020-01-30,1075.516561384865
2020-01-31,1076.0492527586498
2020-02-01,1072.46023100557
2020-02-02,1065.845750012989
2020-02-03,1069.7450228230314
2020-02-04,1101.3327782874428
2020-02-05,1102.772007997865
2020-02-06,1114.819316015228
2020-02-07,1146.3766336256776
2020-02-08,1178.8670190918922
2020-02-09,1189.9507309719745
2020-02-10,1200.5129250659688
2020-02-11,1198.4414519936113
2020-02-12,1219.0733595850481
2020-02-13,1234.260326922861
2020-02-14,1241.6141121907585
2020-02-15,1240.4858911502367
2020-02-16,1203.3319236161178
2020-02-17,1216.1540670117336
2020-02-18,1207.109443777165
2020-02-19,1699.8660917170098
2020-02-20,1684.6307545541436
2020-02-21,1672.2972148383328
2020-02-22,1669.8709298311664
2020-02-23,1676.7363854580578
2020-02-24,1676.879866729174
2020-02-25,1715.970154649271
2020-02-26,1725.3424645834575
2020-02-27,1713.2614674843678
2020-02-28,1740.5616368247754
2020-02-29,1750.452327287679
2020-03-01,1740.756717111803
2020-03-02,1748.8802584473212
2020-03-03,1736.1810019849304
2020-03-04,1750.5700472054282
2020-03-05,1735.0280068708473
2020-03-06,1751.9681836855377
2020-03-07,1752.5759656735686
2020-03-08,1754.096540018536
2020-03-09,1796.0227226912193
2020-03-10,1788.8708557460398
2020-03-11,1800.0650883276423
2020-03-12,1787.934013097326
2020-03-13,1770.261857325554
2020-03-14,1738.0499390959096
2020-03-15,1684.941600611186
2020-03-16,1670.5777514693698
2020-03-17,1664.279414063897
2020-03-18,1659.749038660706
2020-03-19,1686.880539635802
2020-03-20,1219.8147661775788
